4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;1
1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1
5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;1
2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;1
0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;0
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;1
6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;1
5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;0
0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;1
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1
2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;0
2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;1
1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1
0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1
0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;0
5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;1
1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;1
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;1
6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;1
7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;13;2;1;0;0;0;0;0;1;0;0;0;0;1;1;2;1;1;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;1
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;0
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;1
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;1
7;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;12;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;1
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;14;2;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;15;3;1;0;0;0;0;0;1;1;0;1;0;0;1;3;3;0;17;3;1;0;0;0;0;0;1;1;0;0;0;1;1;2;3;0;0
3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;10;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;11;2;1;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;16;3;1;0;0;0;0;0;1;0;0;0;0;2;1;2;3;0;1
